bh-coords,bh-region,bh-system,ex-coords,ex-region,ex-system
050F:007D:0277:0079,Sea of Ekherc,Sudone-Mige,0296:007D:0B08:004A,Meveltibu Quadrant,Josoli-Kohas VI
050F:007E:0350:0079,Kuyumid,Kerhand,08DB:0080:0297:0017,Ziosses,Abgyann XVII
050F:0081:0922:0079,Luwirto Boundary,Uquerq XIX,0B14:007C:081D:006F,Thgureklis Adjunct,Abytenan
0510:007E:0BC4:0079,Pidores Sector,Anxois-Dons,0C45:0082:09FE:0040,Ediagaos,Napecora
0510:007E:0DC5:0079,Zosmsezg Instability,Orside V,0E05:007E:0A31:0076,Henoumiku Terminus,Trakas
0510:0081:0797:0079,Iggsak Void,Vuvera-Anzai IV,0ABE:007D:08EB:0060,Ausauta Fringe,Uitele-Acomn
0510:0081:08E8:0079,Ommond Void,Snezhn,0926:007D:0AC7:0059,Sea of Recular,Azumino
0510:0082:07EF:0079,Sea of Dewixi,Matogqen IV,064F:007F:05AB:0040,Ammiller Expanse,Gadonque VII
0511:007C:0645:0079,Kitsanta Mass,Torikkil,0685:007D:0500:0043,Loswick,Smodal
0511:007C:0932:0079,Ravast,Ivforels VI,0AC2:0081:0693:0039,Lectezca Band,Vitima-Aje
0511:007E:03D5:0079,Jockereng Terminus,Xijinhe-Neya,04B0:007C:0434:0040,Osbech Spur,Zeernl-Hiw
0511:007E:0A08:0079,Imasat Cloud,Itajarkki,0A8B:0081:0596:0041,Coniiji,Jeffer
0511:0080:0B08:0079,Hucraid Anomaly,Palistr-Pio,03E3:007E:08A5:003C,Mohrmanst Terminus,Exleya-Iot
0512:007B:0857:0079,Mockiyc,Dofanglis XVII,059B:0082:0661:003D,Iojiri Boundary,Ezhdut
0512:007C:04B0:0079,Azkodi Spur,Anhota IX,0B4D:0083:0527:0031,Hecert,Ontora-Kane VII
0512:007E:0DD2:0079,Sea of Isliosow,Ayliow-Tetori,0E22:0082:0A01:0041,Boquita Spur,Nitall
0512:007F:06FE:0079,Sea of Deckol,Hezhyegon,0732:0081:0AEC:0058,Uryama Quadrant,Dugotol-Iing
0512:007F:0DD0:0079,Govessz Adjunct,Ebashi,018C:0082:082C:004B,Ocniiji Nebula,Yalkinok
0512:007F:0DD1:0079,Armuttutn,Aatifali,0DB3:0083:04F5:000E,Sea of Idjage,Niyevsko XI
0513:007D:0DBE:0079,Nukanen,Aghulc-Sim,06F6:0083:0E4B:0064,Urluga,Adzhirno
0513:007D:0DD1:0079,Vigres Anomaly,Deviev,03F7:0082:02F7:006F,Nebrorsh Expanse,Hijintai
0513:007E:04EA:0079,Baleafi Spur,Gahagi I,04DC:0081:0AC5:004A,Dikgatirl Spur,Giyodawat X
0513:007E:06BE:0079,Sea of Zotzic,Ibolkh-Rinub XV,04E1:0081:07FD:004B,Novarl,Dopotk X
0513:007E:0DD0:0079,The Arm of Yebaedlo,Mirjoide VIII,092F:007F:01A6:0012,Ekeelsons Boundary,Wuchuh-Kala
0513:007E:0DD1:0079,Riettn Boundary,Soiliany,0E2A:007D:0617:003E,Obegova Anomaly,Gobeki-Oitac XVI
0513:007E:0DD2:0079,Leyiedmick Conflux,Aturni-Amur,0C8D:0082:0C90:006B,Eidjaroia Expanse,Etsialn-Dos XV
0513:007F:0DCF:0079,Leydenaw,Gigyorx,0BFC:0081:0D10:0039,Tefelme Cluster,Afnsogeo
0513:007F:0DD0:0079,Bohlin,Chdadju,022C:0082:053D:0075,Utmarg Expanse,Neyanji-Qar VIII
0513:007F:0DD1:0079,Gobekkol Adjunct,Yatunxu-Gusb VII,0E73:007B:07DE:0039,Icjach,Ageolaike
0513:007F:0DD2:0079,Eulalu,Snomet,0248:007C:0AFC:0074,Ujisun Expanse,Snotuot
0513:007F:0DD3:0079,Cuniiji Spur,Oimarding XV,0BCA:007E:02C4:0038,Coopemoe,Urancun-Imus
0513:0080:0DD0:0079,Sifieneme,Rimaron,0CB5:007D:0397:0044,Haacks Boundary,Tangam
0513:0080:0DD1:0079,Ruomun Boundary,Neyerhea,05BF:007E:0E0D:0008,Ukiller Cloud,Aomorigu
0513:0082:0A70:0079,Jihlan Boundary,Avyanov-Igeg,08E6:0083:0BA2:0052,Owrank Void,Smajorius
0514:007E:0DCF:0079,Liffrobu Instability,Emneord XV,0E64:0082:0727:000F,Sea of Faxing,Sialnye VI
0514:007E:0DD0:0079,Kowats Band,Jedexo-Luyssa,0BB8:007F:0D43:003C,Exlevy Instability,Omuksh XVIII
0514:007E:0DD1:0079,Muporcaer,Rugospe VII,0513:007D:0DBE:0069,Nukanen,Recinnect
0514:007E:0DD2:0079,Gimatl Mass,Adikakh,0189:0083:0816:001D,Iogash,Litrigh
0514:007F:0208:0079,Ravonno Spur,Dinekat,0E12:0082:0576:002D,Gahsiet Quadrant,Anpingxu
0514:007F:0DCF:0079,Etlyaq Shallows,Elbyidhu,0197:0081:0754:0064,Yekyrojan Quadrant,Rewaive
0514:007F:0DD0:0079,Harmess Nebula,Avalyan XII,0E0A:0083:05BC:0027,Afeldig Quadrant,Angarsent VI
0514:007F:0DD1:0079,Aseyerk Shallows,Undhaka-Zouy,0399:007C:0CB6:0063,Sea of Xolomoc,Amstyr-Prudn
0514:007F:0DD2:0079,Coddyol Boundary,Skuchep-Iyak,09D5:007D:01CE:0027,Katista Void,Sirent-Innog
0514:007F:0DD3:0079,Annostya Void,Nekeris XV,091C:007E:0E5B:0063,Uphisaw Cluster,Ibetsud
0514:0080:0DD0:0079,Tibessurt Quadrant,Pondal,07E2:007D:0E70:006F,Arofstro Expanse,Sesursk-Nam
0514:0080:0DD1:0079,Urphaiy Terminus,Mardont-Irdab VI,0539:007F:022B:0032,Bejaunga Nebula,Efkada X
0514:0080:0DD2:0079,Yaddiott Sector,Iferyl,0D13:0080:0BF9:006E,Sea of Gehiave,Negebor-Mirja
0514:0080:0DD3:0079,Dunoainu Adjunct,Enjiad,01AB:0081:06B2:0032,Masinabe Boundary,Kadali
0514:0082:0EFF:0079,Eprajabo,Rudplan0Hen,03BF:007D:0E37:0009,Japago Adjunct,Ahomenusc
0515:007E:0DCF:0079,Vevalye Anomaly,Arnanch,0433:0082:02CB:003A,Aymara Anomaly,Cenidon-Mana
0515:007E:0DD0:0079,Ipnerri Instability,Hygeshma,0AD5:0080:0236:0066,Elmestr Expanse,Paalimet
0515:007E:0DD1:0079,Itovar Quadrant,Patovich,0E73:007E:07CF:001B,Pipishea Sector,Owstotf-Raig XVIII
0515:007E:0DD2:0079,Kolyneu,Vaikhe-Hii,0B2B:007C:0D9E:0048,Cuydore Nebula,Endema-Aife
0515:007E:0DD3:0079,Betetov Sector,Doveyko,0480:0082:0D6B:0075,Esquilas,Kenquangq
0515:007F:0DCF:0079,Dehalyo Cluster,Dedista-Yawa V,0A7C:0082:0DF2:0016,Buwenki,Bokuto
0515:007F:0DD0:0079,Osater Sector,Yodaita,031F:007B:03C8:0052,Sea of Ekpelejet,Yirgona
0515:007F:0DD1:0079,Duulnj Spur,Snings,0E40:007D:0999:0015,Gogdraur Cluster,Towdzan
0515:007F:0DD2:0079,Sea of Ruppen,Oharat-Nost,01B0:007E:0959:0051,Ahlogree Terminus,Tochins XV
0515:007F:0DD3:0079,Tazsechema,Liqvistema,0D0D:007F:03F8:0015,Doyaval Void,Dukhny-Potou XIV
0515:0080:0DCF:0079,Odfree,Ryugawa-Bri VII,018F:007D:081F:005D,Kochoch,Setajim-Sumag XVI
0515:0080:0DD0:0079,Wukimap Void,Opyevk-Suj,0DB7:007E:0502:0021,Rizones Fringe,Gratic-Ela VII
0515:0080:0DD2:0079,Meliami Anomaly,Hukovke-Gaquk,090F:0081:01A0:0021,Nechunj,Monikovo
0515:0080:0DD3:0079,Hesini Spur,Binomi-Rumyan,09E2:0082:0E2B:005C,Dihmagit Cluster,Awaguc
0516:007E:0DD0:0079,The Arm of Diyomingh,Huchsih,0A2D:0081:0E11:0019,Egmens Sector,Kayunglia
0516:007E:0DD1:0079,Ugiuni Nebula,Myeoul,03A4:007E:0CC0:0046,Mupbelus Anomaly,Ipatea-Ihao XIV
0516:007E:0DD2:0079,Sea of Vigbeko,Taygenu-Aldin,01C3:007C:065C:0072,Rudzhim Sector,Miamins
0516:007F:0DCF:0079,Tiveres,Amnyaido XIII,0201:0083:05A3:0040,Timutja Terminus,Niseogw
0516:007F:0DD1:0079,Moanak Cloud,Rabkaup,027F:007D:0B5D:0040,Zaeina Quadrant,Inelzia-Liuhe
0516:007F:0DD2:0079,Adjuhty Sector,Nonesjo-Sesa,0B6C:007E:0285:0004,Iskurne Quadrant,Gamega-Vaha
0516:0080:0DD1:0079,Eedinu,Itsrevu,06E3:0080:01A3:000F,Afydadic Spur,Nateyko-Lopj
0516:0082:0E47:0079,Himulose Sector,Ugastu-Abj,0CBE:007C:0CF6:000E,Sea of Uaicheria,Nekarac-Goneg
0516:0085:0A20:0079,Uefest Band,Yuchatur,0A51:007C:0AAD:0051,Keshmidt Mass,Nehoitu
0517:007B:06C6:0079,Mupheryl,Lakelag,0564:007F:09A8:0068,Iwargonno Instability,Lumasamk
0517:007E:0B85:0079,Gaytowa Mass,Eojeanek,074D:0081:038B:003B,Tiiqulyl,Gocheng
0517:007E:0DD1:0079,Rebusek,Methilu-Hug IV,01F8:007F:0A43:0070,Rusfeld Nebula,Violait I
0517:0083:055B:0079,Luwoodvo,Nojoseli,07A5:007E:0426:005D,Legupta Expanse,Eoming
0518:007C:03B5:0079,Belt Vavrie,Olkesbo-oraba,0658:007E:0328:0067,Emptiness Tezicna,Intset-Edg
0518:007D:0723:0079,Ufmann Void,Fohandl,090E:0082:0AC4:0065,Ithmag,Sadomach
0518:007D:09F0:0079,Juguye Sector,In1,0696:007D:0B20:0038,Yilucro,Out1
0519:007C:0AAC:0079,Huchaac Shallows,Baturk-Kisam,046D:0083:0989:002C,Yopalit Sector,Yunslig XIV
0519:0081:0466:0079,Indiwa Instability,Dedovs-Eles VII,0390:0082:0917:001E,Culbad,Otosakud
051A:007D:0F37:0079,Sea of Dijunlong,Nudersh,0D48:007E:0D9D:0078,Fuhlori Fringe,Adingu
051A:007E:01FB:0079,Uciang Band,Rufreet XVIII,0AB4:007D:0E07:0062,Uktetet,Umuscar XIII
051A:007F:0BA6:0079,Eldoga Band,Bazhaim-Naxo,08FA:0082:0C7E:0036,Howska Quadrant,Benailsea
051B:007D:05B2:0079,Powere,Gaxues,04F9:0081:0A04:003A,Nokashs Band,Guchichik
051B:0082:0896:0079,The Arm of Qutist,In10,054B:007C:0904:0057,Radinial Cloud,Out10
051C:007C:076A:0079,Unchin Expanse,Hidzang VI,06B4:0081:056C:005E,Dedmon Void,Iotiraq 
051C:007E:0242:0079,Mupripu Adjunct,Oavslu XIII,0B55:007E:0D6D:0003,The Arm of Obsing,Hefielde
051C:007F:0804:0079,Yariusil Cluster,Revidah X,061B:007D:0A17:0064,The Arm of Ledconc,Feykho-Roi
051C:007F:0AA1:0079,Indelkaba,Sonligero IX,0544:007D:0548:003A,Ukmind Adjunct,Gidorkh
051C:0080:0D9A:0079,Yatrimon Quadrant,Orringf,02B3:007E:04B1:0066,Kaxina Nebula,Gebianda
051D:007F:01B7:0079,Bezesi Cluster,Udlagd-Tang,0891:007C:0ED4:0018,Womamon Boundary,Naginak
051E:007C:01BE:0079,Tayoqua,Niatni,05DC:007F:0E7C:0020,The Arm of Vammat,Zuhotats
051E:007C:09D3:0079,Dalandra Band,Ussati System,0B1F:007C:0931:0060,Lurukup,Afranleid System
051E:007E:05D8:0079,Hektocz Terminus,Laburgatc,0683:007C:04CA:0051,Ashberba Adjunct,Omndih-Lou
051E:0080:02E5:0079,Bisira,AGT Onakame Black Hole,09A0:007E:026F:0049,Sayaks Spur,AGT Seycit
051F:0081:0796:0079,Hatkin Fringe,Hexham,08DF:0080:0AB3:006C,Ziwantle Nebula,Annanj-Iku
0520:007B:04E7:0079,Buyuane,Omyoskog,0452:007E:09F4:0023,Iuzong Void,Omaysky-Ebe IX
0520:007B:0E4A:0079,Pokiniob Fringe,Tesongyun,0166:007C:0620:0039,Lafssom Boundary,Gejiuh-Lesiw
0520:007C:0CCF:0079,Yumanbu Shallows,Eharats-Horla,064D:0082:0D46:004B,Geyamul Void,Ancoro XVII
0520:007E:0761:0079,Yooelo,Niching-Ulban,06B9:007E:056B:0053,Giebue Expanse,Ivallo-Gliyci
0520:007F:0C30:0079,Sazalex Shallows,Yaluga X,0C5E:007C:0A79:0026,Riklemith Adjunct,Aksaya-Aymak VII
0521:007B:051F:0079,Artyus,Tangma,08FA:007D:0BE0:0041,Ebdjer Conflux,Rumokol VIII
0521:007C:0DA6:0079,Pipede Mass,Lidovur,024A:0080:0AA1:001A,Uuguso Boundary,Zaqoid
0521:007D:0722:0079,Oikardigre Adjunct,Litennium XI,08AC:007F:0525:0071,Oiwnist Band,Siblad
0521:007E:03F5:0079,Hiehbo Instability,Rilussifi IX System,0C25:007E:0566:003A,Stpordu Anomoly,Naeydi 1X System
0521:007E:08DA:0079,Niwaribir Band,Poisfil-Oitac,07AA:007E:0516:0065,Mokhunrub Expanse,Rokhor-Meseyo III
0521:007E:0AB1:0079,Ofteter Nebula,Ossiyra-Enn,08EF:0082:0BC0:006D,Elbifer Void,Serafi-Kubu XIX
0522:007B:0DF6:0079,Buwendel Conflux,Silade-Ask XVI,0D89:007D:0B80:0064,Xelaim Void,Modair XVIII
0523:007C:09CD:0079,Guqvist Cloud,Otelni-Ben,0B29:007F:0901:0052,Oristin Spur,Emboku
0523:007F:0CD7:0079,Upsipy Spur,Necerin-Nos,04C9:007E:0C8A:0045,Aeperi,Upavlov
0523:0080:0DA6:0079,Imriet Band,Vuyuche-Leyuch,02CE:007C:0B87:0024,Lapade,Oozybok-Luk
0523:0082:02E4:0079,Jokiya Cloud,Srever,096B:007C:0D9E:0009,Mepagadro Adjunct,Mobayekan IX
0524:007C:0B87:0079,Tayevioru,Aakiri,09F1:0083:0C08:004C,Mijanyi Instability,Nusvurd-Spilt VII
0524:0080:02D3:0079,Ossman,Kakaimi ,0DC1:007F:08FE:005B,Yalierray,Palysos
0525:007A:01C6:0079,Dicatur,Rawukoun,01E9:007D:04FE:0042,Luheta,Mirnyarvi
0525:0081:0835:0079,Jovian Sector,Damano-Mig XVI,0A9E:0082:08FB:004C,Bodulco,AGT Cel-Moxuk
0526:0080:03CD:0079,Urvandh,Riptumi,0A74:007D:0C5E:002C,Koyotohin Anomaly,Hogamiz
0526:0083:0924:0079,Guxiaohim Fringe,Idnoyan-Yor,079C:0081:0AFB:0045,Lautro Mass,Raetsk-Utts V
0527:007B:0431:0079,Oueterm Nebula,Niusat XIV,098D:007E:0C6B:0065,Petonii Mass,Degenqin VI
0527:0082:0E4E:0079,Angiry,Tokorig-Bigwen,0574:007C:0E5E:0049,Banbudde,Gudetel-Okawa XIII
0528:007F:0E3A:0079,Kowaxac Conflux,Ietovalug XIX,0165:0080:0665:0018,Ilkese Band,Mekvabar XVII
0528:0080:0332:0079,Sea of Anminun,Pochowl-Zir,0D84:007D:07EA:003C,Goboka Void,Dubridg-Asoe
0529:0082:06B5:0079,Gaanogkhow Nebula,Omoral-Hego XVIII,09EA:007E:0A5E:0070,Yidukaj Void,Aqinghe
0529:0082:0E50:0079,Doxuia Fringe,Nodzhie-Etsu,0142:007F:06AB:0026,Onuruis,Daarupp-Mul
052A:0082:0AC3:0079,Meowerd Shallows,Iapusichr V,0A41:0080:04D3:0061,Adfienapi Adjunct,Sillana-Elman III
052A:0083:07AB:0079,Sea of Ketcal,Ukanqiny VIII,0AC9:007D:0805:005D,Wenstepa Cloud,Daniva-Hifen
052B:007B:0DBA:0079,Ihlanudhs Cluster,Sehara,06B2:007D:0E31:004A,Mulumb Shallows,Balekt-Bozh
052B:007F:01F2:0079,The Arm of Amemeow,Dagianinn,0E9D:0082:07DC:0041,Lumpel Sector,Ulgangy
052B:0082:0E52:0079,Yunomes Boundary,Bifros-Agnam,0B5C:0082:0200:0002,Zascharim Terminus,Velade XVII
052C:0082:0E53:0079,Sea of Uokapuri,Treesal,0350:007C:02FA:0068,Yirnanoi Boundary,Winthe
052C:0082:0E56:0079,Heeras,Kotrougli,0DCF:0080:044E:002C,Eienez,Huromol XIX
052D:007C:06C4:0079,Anhara Cluster,Gayirun VII,04FD:0080:083F:003B,Jalkuy Cluster,Amiesl-Rih
052D:007D:0FCC:0079,Wahini Adjunct,Nogrivo-Nocogo,07D6:007F:0FFE:0027,Uujjaram,Welliu-Mur
052D:0082:0E5E:0079,Egiryu Conflux,Tashiwami XIV,0EB8:007C:066A:0054,Fonisli Fringe,Lasterndo
052E:007B:0D15:0079,Edvarpul,Pirsvelis XV,09F4:007E:0294:000C,Yanomuk,Yudone
052E:007C:0B15:0079,kiffee Quadrant,Mikinoka,03FC:007F:0710:004B,Eechta Mass,Embihn-Kake XVI
052E:007D:08E6:0079,Onrozon Conflux,Ijonak-Erge,055D:0080:06C9:004A,Sea of Orsing,Erfilmi-Iku
052E:007D:0E2D:0079,Acalatav Anomaly,Ruasak-Etpla,0B8D:007D:0248:0060,Cabatz Expanse,Otgrank II
052E:0082:0619:0079,Eerharis Quadrant,Ayettin-Ort,0508:0082:067B:0076,Naurig Shallows,Ipkinjm-Oruza XVII
052E:0082:0E58:0079,Afreme,Ridabokhal XIX,092A:007D:0134:0008,Ulkandb Terminus,Ahirdi-Homans
052E:0082:0E5B:0079,Elucin Spur,Wormie III,0E76:0081:0A64:0043,Dumullang Boundary,Jelludu
052F:007D:0241:0079,Ratmutsi Anomaly,Nishik,0D88:007E:04EC:005C,Catroenpei Void,Noplande
052F:007E:0E00:0079,Naxiixon Boundary,Rionesve II,0E48:007E:061A:0072,Kadjennie Quadrant,Fredarr
0530:007C:0C4B:0079,Aflorc Terminus,Nogeboka,0520:007F:0C2F:002D,Pofiossm Expanse,Ropuscohr
0530:007F:09ED:0079,Loewno Terminus,Efeich,0905:0081:04CF:003E,Bocele,Efforn
0530:0080:0E01:0079,Zahback Expanse,Aorhami-Aenu,016B:007E:07E7:001B,Addarky Instability,Ezhenq XIX
0531:007D:0318:0079,Yaloreycin Cloud,Fussali XII System,043B:0081:0C1F:0055,Uetsegee Anomaly,Rirhand System
0531:0081:03F0:0079,Eiweu Band,Xaphium,0380:007B:09DC:0072,Xeyestila,Terimens
0533:007E:03BA:0079,Kaponcen,Iaquna,07BE:0080:0D09:0038,Mazonyee Nebula,Myokami
0534:007C:0808:0079,Obkoff Band,Deyskyvin IV,0902:0083:0575:004C,Fafneyane Conflux,Kodais-Meok X
0534:007E:009A:0079,Dabhalt Anomaly,Sebereng V,0B62:007D:00EA:0020,Buntup Expanse,Pessaar-Dict
0534:007E:02C7:0079,Gewicker Sector,Anestme-Polymp IV,0864:0083:0225:0010,Winowaty Sector,Nemodingze
0534:007E:064E:0079,Eubeoskau Terminus,Gibokbind,065E:0082:053C:003A,Rektorel,Ipetlo-Noxoi XVII
0534:0080:07AD:0079,Sazonand Boundary,Nagliss-Gak XVIII,0620:007F:0A04:003F,Pikanotoc Sector,Kochiokaw
0534:0082:019F:0079,Yapemo Anomaly,Muvasi-Usl ,0EAF:007F:09B7:0015,Siusikab Boundary,Lazamad XV
0534:0084:0DC4:0079,Pojonj,Eudalu XVI,0609:007C:01F5:004B,Uffyesumi,Lizabud-Roker
0535:007C:0F61:0079,Macelolyb Nebula,Usanmu XVII,0165:007C:03C8:0049,Zomunco Fringe,Alchug-Enti IX
0535:007F:0933:0079,Dibitomm Fringe,Aichim-Nok IX,0ABF:0083:0923:004B,Ucizykin Quadrant,Chichi
0535:0081:0BA5:0079,The Arm of Snodgr,Maezawar XIII,099A:007F:03C2:0053,Sea of Eronsi,Livaniv-Revda
0536:007F:0973:0079,Jojarano Shallows,Paheusi-Arc,06C0:007E:0ACF:0067,Sea of Musgrawn,Entsub
0536:0081:0BA2:0079,Sea of Hehorme,Uopingech,03B2:007C:069B:0042,Zoquer Instability,Nevartovs XVIII
0536:0083:0E18:0079,Sea of Racoval,Maashg,072A:007F:0E96:0046,Vahneron Conflux,Natota
0537:007D:0541:0079,Hoxtov Adjunct,Pinsta-Jutof,08D0:007F:0BC1:0043,The Arm of Aiosol,Kadalri-Filet VIII
0538:007E:0591:0079,The Arm of Pepleya,Kulofti XVIII,065D:0081:0B3C:0056,Aiyulkals Quadrant,Fontic
0539:007D:0B63:0079,Anjilaga Fringe,Udyonnik,0706:007D:03C9:0046,Redolo Boundary,Enjiao
0539:007F:022B:0079,Bejaunga Nebula,Zachul,0A63:007B:0DEC:006B,The Arm of Sietac,Osnary VII
0539:0080:03A1:0079,Josicullp Cluster,Sacuse XIX,031F:007D:0675:0061,Eukovar Void,Kiyosu-Pipo
0539:0081:0A22:0079,Ujoleoc Spur,Kresve-Suura IV,09DC:0081:0AE4:004F,Warigaha,Askest-Odst XIV
053A:007C:0A8C:0079,Dikoya Instability,Ahokuch-Ikuze,04C3:0083:09CC:0058,Libalom Sector,Awkinn
053A:007E:0761:0079,Anealex,Revizep-Tija,0566:007D:0707:0069,Woyeta Spur,Urskyv
053A:0080:0282:0079,Jading,Risysoter,0207:007D:06C3:0015,Rutonej Spur,Uzantwo
053A:0082:0281:0079,Faharwi Void,Watenha V,0C87:007B:0C0F:006A,Resox Sector,Fujied V
053A:0082:0B8F:0079,Doolfbor,Irnals XVI System ,05FB:0081:0406:0036,Loghusb Boundary,Oznoykha System 
053A:0082:0BF7:0079,Kebrutu Shallows,Jennyum-Hie,099C:0080:0381:006D,Syutut Conflux,Aspiys-Mao
053B:007B:03D2:0079,Notsz,Oxungm,0AEA:007D:0BFF:0037,Dagelm Expanse,Sodonar-Zulich
053B:007D:02F9:0079,Hesquel Mass,Sakamo,0C49:007D:0BB5:0051,Zowaned Shallows,Zapayev IV
053B:0080:0298:0079,Wemboma,Xuanji,09BE:007B:0DBF:003B,Apgari Void,Lobansh
053B:0080:09B0:0079,Uperod,Anamiha,075B:0083:0B1D:0049,Sea of Lohofale,Ilahsh XIII
053B:0082:0B62:0079,Ookeimeur,Lallusk,08F3:0080:0C34:002E,Aljend Adjunct,Mikalu-Meyag IV
053C:0074:07E7:0079,Loalsu Expanse,Sonoich,0649:007D:05E7:004D,Xuanaxi Boundary,tonym-Vulovo VI
053C:007F:0744:0079,Absterat Quadrant,Lohelmi-Hay XIX,0576:0081:092C:0060,Tihtipoo Spur,Asukhtymb
053C:007F:083E:0079,Ozmanj Fringe,Nohisti-Yarju XVI,07EF:007F:0549:005A,Akshal Band,Rugash-Abrs
053D:0081:0A91:0079,The Arm of Esquyr,Feykisi,0ADA:0082:0A5F:002D,Iuriota,Aakoss XVI
053D:0082:0225:0079,Pigest Cloud,Lumikro,0DE0:007F:0A90:000D,Igynonek Sector,Aendurus XI
053E:007F:01FD:0079,Darwall Anomaly,Yonaka-Kuyam,078C:007B:0177:0059,Itututa Spur,Eophelm XII
053E:007F:047A:0079,Emwezi Anomaly,Pofich-Usei VI,0A32:007F:042C:0035,Pipswori,Moutie XIX
053E:0082:0D8F:0079,Yopanuc,Iulonqu-Uga III,0507:007C:029D:0046,Yopanuc,Toingyua
053F:007D:0BEC:0079,Falleb Cloud,Lugovibo,09A0:007F:038D:0039,Moxima Boundary,Sligge
053F:007F:01E7:0079,Pryoun Boundary,Uksipe VIII,0A13:007C:0E4B:0010,Pisindja Mass,Sayameya
053F:0081:07BC:0079,Thhoggera Cluster,Ukerta,0640:007D:05F0:0065,Banjekho Terminus,Akuelef-Nogor
053F:0081:0E28:0079,Uikuarr Quadrant,Umadalgo,0E6C:007C:0624:0044,Sea of Naeborm,Cahytric
0540:0080:0602:0079,Uzco Cluster,Yatsuc,0838:007B:04AD:0052,The Arm of Ulberi,Lumhulgang
0540:0082:0483:0079,Kuipai,Tirmas-Nield XVII,0539:007D:0B63:0033,Anjilaga Fringe,Azinog V
0541:0000:0ABD:0079,Imhotan,Ukiharak,0935:007C:0458:005A,Vaasgarl Expanse,Guzhuai-Ugur
0541:0000:0ABE:0079,Gwairu Anomaly,Satkov,04E1:007E:05BC:0048,Sea of Behitan,Avirsk
0541:0000:0ABF:0079,Rebalma,Tachik,0810:007C:0BD9:0059,Ohkwiamsa,Patreo-Glon XVI
0541:007E:0BF9:0079,Erunde Conflux,Nohasu-Luwo,035D:007E:0923:004B,Iurims,Rashima-Dab
0541:0080:01F6:0079,Esteth Anomaly,Drettan VI,0E7C:0082:0702:006D,Vidwes Anomaly,Raneia-Raz Il
0542:0000:0ABE:0079,Gunaye,Okpoolet XVII,04E2:007E:05BC:0048,Tradie Band,Zuruma-Abiko
0542:007E:073A:0079,Sea of Mortack,Ruttakja XIV,07B9:007F:0AC3:0067,Wonoco Shallows,Dazhon-Pas
0542:0081:0209:0079,Zoutri,Eudinsk-Cept XIX,03AE:0081:0CDC:0028,Meurri Fringe,Daxian-Yiton VI
0542:0083:0D91:0079,The Arm of Tecliou,Akyunfunt,0BB7:0083:031A:0045,Petrusval Instability,Rahaga-Susat
0542:0086:0E29:0079,Emcabs Spur,Adlagg,0EA3:0083:0728:000B,Liculika Void,Toyoak VI
0543:0000:0ABD:0079,Aonckey Fringe,Osanhe-Luyitch XVI,0A6A:007E:0AFD:0036,Pigenst,Onnesv XVI
0543:0082:07C0:0079,Abidji Sector,Sabrein,0846:007E:0554:0065,Vimbul Band,Uladsho
0544:007D:0548:0079,Ukmind Adjunct,Madingucho,0BB8:007F:0746:0032,Lowalan Mass,Yebkovy-Elum
0544:0081:0E5F:0079,Leftratia Boundary,Sujiyo,0C8E:007D:0D24:0058,Sea of Likerster,Miguch-Rui
0545:007B:06F0:0079,Wamoep,AGT Cel-Hokuchi III,0524:0081:0835:0060,Tutkyar Nebula,AGT Cel-Akush
0546:007E:05ED:0079,Fowler Fringe,Odubov,091E:007F:04D4:004D,The Arm of Ifungk,Sraeli-Exico
0546:007E:0781:0079,Nidzaca,Skransha,0928:007D:058E:005C,Ubisak Spur,Jokabs-Lisa
0546:007E:0DC8:0079,Wemanudymu Spur,Atpact,0E45:0082:08EA:0016,Sea of Vochki,Seungden
0546:007F:008B:0079,Yarhorc Boundary,Netesynoy,00C6:007F:0B26:001C,Chtigatag,Avikmy-Dokorr
0547:007C:0DE7:0079,Iclaut Sector,Nettoxe VII,0190:007E:07D5:006C,Zisprajg Expanse,Aiseha
0548:007E:0745:0079,Euhark Terminus,Avasho-Elpoi XIX,0806:007B:0ABF:0058,Yakuyu Cluster,Kahara
0548:0082:0816:0079,Mumblo Boundary,Tiypertin XVII,0AA6:007D:0807:0067,Sea of Liyulkano,Gaokaw XVI
054A:007D:07E2:0079,Ceybelt Fringe,Sabere,0A07:007E:064C:005E,Naesva Cloud,Grinqen-Zenni
054A:0081:0C44:0079,Jerianci,Idzheln-Ilre IV,0CA6:0081:062C:0027,Yorendi,Iperap-Eui V
054B:007D:0C82:0079,Oneverbi Boundary,Uyamak,08D7:007C:02DE:0053,Gafenggal Sector,Ravnda-Hinai
054B:0081:04F5:0079,Ucozynska Spur,Buoarv-Taa XIV,0419:0083:0710:003E,Reutam Quadrant,Enriald-Elung
054C:007C:0905:0079,Jejusit Cluster,In11,06E7:007D:0563:0040,Kowaltie Conflux,Out11
054C:007D:0DCA:0079,Skloof Cloud,Noqingosh III,0E54:007E:07DF:0037,Foosms Mass,Aalima-Lesia
054D:007C:0BB1:0079,Awheep Adjunct,Okegawa-Gol XIX,04E8:007E:04B5:0060,Habroghma,Emuran-Yur
054D:007D:055E:0079,Dayama,Tefran,066D:007C:0B59:0061,Haorsit Nebula,Ozawas XII
054D:007F:029E:0079,Kubulkan Conflux,Itvala XI,034D:0080:0452:001E,The Arm of Ogii,Udkennist
054E:0080:0B2B:0079,Eickai Void,Rubritu,068A:007C:0BD4:003B,Rehijrane Void,Tocklad-Iscid
